eckID,gene,JW id,direction,left nt,right nt,left nt,right nt,b number,direction,left,right,left,right,verified,colonies_tested,percent,LB_22hr,MOPS_24hr,MOPS_48hr,genetic,PEC,MG_Tn5,Score,,,,,,
ECK2278,nuoF,JW2279,-,2404888,2406225,2404909,2406222,b2284,-,2398240,2399577,2398261,2399574,5,8,62.5 ,0.498 ,0.289 ,0.339 ,N,N,N,-4,,,,,,
ECK2279,nuoE,JW2280,-,2406222,2406722,2406243,2406719,b2285,-,2399574,2400074,2399595,2400071,6,8,75.0 ,0.395 ,0.250 ,0.260 ,X,N,N,-3.5,,,,,,
ECK2280,nuoC,JW5375,-,2406725,2408527,2406746,2408524,b2286,-,2400077,2401879,2400098,2401876,8,8,100.0 ,0.532 ,0.374 ,0.634 ,N,N,N,-4,,,,,,
ECK2281,nuoB,JW5875,-,2408621,2409283,2408642,2409280,b2287,-,2401973,2402635,2401994,2402632,6,8,75.0 ,0.600 ,0.223 ,0.163 ,N,N,N,-4,,,,,,
ECK2282,nuoA,JW2283,-,2409299,2409742,2409320,2409739,b2288,-,2402651,2403094,2402672,2403091,5,8,62.5 ,0.561 ,0.297 ,0.297 ,N,N,N,-4,,,,,,
ECK2283,lrhA,JW2284,-,2410373,2411311,2410394,2411308,b2289,-,2403725,2404663,2403746,2404660,2,4,50.0 ,0.848 ,0.344 ,0.507 ,N,N,N,-4,,,,,,
ECK0022,insB,JW2285,-,2411473,2411976,N.T.,N.T.,unique to W3110,absent,absent,absent,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,-,u,u,0,,,,,,
ECK0023,insA,JW2286,-,2411895,2412170,N.T.,N.T.,unique to W3110,absent,absent,absent,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,-,u,u,0,,,,,,
ECK2284,yfbQ,JW2287,+,2413007,2414224,2413010,2414203,b2290,+,2405583,2406800,2405586,2406779,8,8,100.0 ,0.799 ,0.273 ,0.242 ,X,N,N,-3.5,,,,,,
ECK2285,yfbR,JW2288,+,2414308,2414907,2414311,2414886,b2291,+,2406884,2407483,2406887,2407462,4,4,100.0 ,0.753 ,0.322 ,0.330 ,N,N,N,-4,,,,,,
ECK2286,yfbS,JW2289,-,2414966,2416798,2414987,2416795,b2292,-,2407542,2409374,2407563,2409371,8,8,100.0 ,0.757 ,0.336 ,0.321 ,N,N,u,-3,,,,,,
ECK2287,yfbT,JW5376,-,2416885,2417535,2416906,2417532,b2293,-,2409461,2410111,2409482,2410108,4,8,50.0 ,0.778 ,0.375 ,0.446 ,N,N,N,-4,,,,,,
ECK2288,yfbU,JW2291,-,2417546,2418040,2417567,2418037,b2294,-,2410122,2410616,2410143,2410613,4,4,100.0 ,0.672 ,0.389 ,0.574 ,N,N,u,-3,,,,,,
ECK2289,yfbV,JW2292,-,2418123,2418578,2418144,2418575,b2295,-,2410699,2411154,2410720,2411151,8,8,100.0 ,0.790 ,0.330 ,0.374 ,N,N,N,-4,,,,,,
ECK2290,ackA,JW2293,+,2418916,2420118,2418919,2420097,b2296,+,2411492,2412694,2411495,2412673,6,8,75.0 ,0.816 ,0.586 ,0.672 ,E,N,u,-2,,,,,,
ECK2291,pta,JW2294,+,2420193,2422337,2420196,2422316,b2297,+,2412769,2414913,2412772,2414892,6,8,75.0 ,0.905 ,0.534 ,0.672 ,N,N,N,-4,,,,,,
ECK2292,yfcC,JW2295,+,2422527,2424047,2422530,2424026,b2298,+,2415103,2416623,2415106,2416602,8,8,100.0 ,0.877 ,0.269 ,0.312 ,N,N,u,-3,,,,,,
ECK2293,yfcD,JW2296,-,2424080,2424622,2424101,2424619,b2299,-,2416656,2417198,2416677,2417195,4,4,100.0 ,0.425 ,0.350 ,0.396 ,N,N,N,-4,,,,,,
ECK2294,yfcE,JW5377,-,2424680,2425234,2424701,2425231,b2300,-,2417256,2417810,2417277,2417807,8,8,100.0 ,0.590 ,0.322 ,0.351 ,N,N,N,-4,,,,,,
ECK2295,yfcF,JW2298,-,2425287,2425931,2425308,2425928,b2301,-,2417863,2418507,2417884,2418504,8,8,100.0 ,0.733 ,0.400 ,0.524 ,N,N,N,-4,,,,,,
ECK2296,yfcG,JW2299,+,2426067,2426714,2426070,2426693,b2302,+,2418643,2419290,2418646,2419269,8,8,100.0 ,0.786 ,0.320 ,0.354 ,N,N,N,-4,,,,,,
ECK2297,folX,JW2300,+,2426771,2427133,2426774,2427112,b2303,+,2419347,2419709,2419350,2419688,8,8,100.0 ,0.780 ,0.337 ,0.358 ,N,N,u,-3,,,,,,
ECK2298,yfcH,JW2301,+,2427154,2428047,2427157,2428026,b2304,+,2419730,2420623,2419733,2420602,8,8,100.0 ,0.815 ,0.332 ,0.375 ,E,N,u,-2,,,,,,
ECK2299,yfcI,JW2302,-,2428095,2428985,2428116,2428982,b2305,-,2420671,2421561,2420692,2421558,4,4,100.0 ,0.776 ,0.381 ,0.437 ,N,N,N,-4,,,,,,
ECK2300,hisP,JW2303,-,2429182,2429955,2429203,2429952,b2306,-,2421758,2422531,2421779,2422528,7,8,87.5 ,0.853 ,0.247 ,0.249 ,N,N,u,-3,,,,,,
ECK2301,hisM,JW2304,-,2429963,2430679,2429984,2430676,b2307,-,2422539,2423255,2422560,2423252,6,8,75.0 ,0.716 ,0.216 ,0.420 ,N,N,N,-4,,,,,,
ECK2302,hisQ,JW2305,-,2430676,2431362,2430697,2431359,b2308,-,2423252,2423938,2423273,2423935,8,8,100.0 ,0.805 ,0.377 ,0.463 ,N,N,u,-3,,,,,,
ECK2303,hisJ,JW2306,-,2431452,2432234,2431473,2432231,b2309,-,2424028,2424810,2424049,2424807,8,8,100.0 ,0.744 ,0.343 ,0.393 ,N,N,N,-4,,,,,,
ECK2304,argT,JW2307,-,2432455,2433237,2432476,2433234,b2310,-,2425031,2425813,2425052,2425810,5,8,62.5 ,0.782 ,0.366 ,0.416 ,N,u,N,-3,,,,,,
ECK2305,ubiX,JW2308,-,2433503,2434072,2433524,2434069,b2311,-,2426079,2426648,2426100,2426645,2,8,25.0 ,0.263 ,0.134 ,0.113 ,E,N,u,-2,,,,,,
ECK2306,purF,JW2309,-,2434167,2435684,2434188,2435681,b2312,-,2426743,2428260,2426764,2428257,8,8,100.0 ,0.566 ,0.004 ,0.015 ,N,N,N,-4,,,,,,
ECK2307,cvpA,JW2310,-,2435721,2436209,2435742,2436206,b2313,-,2428297,2428785,2428318,2428782,7,8,87.5 ,0.752 ,0.393 ,0.404 ,E,N,N,-3,,,,,,
ECK2308,dedD,JW5378,-,2436468,2437130,2436489,2437127,b2314,-,2429044,2429706,2429065,2429703,6,8,75.0 ,0.732 ,0.280 ,0.362 ,N,N,N,-4,,,,,,
ECK2309,folC,JW2312,-,2437120,2438388,2437141,2438385,b2315,-,2429696,2430964,2429717,2430961,0,8,0.0 ,N.A.,N.A.,N.A.,X,N,u,0.5,,,,,,
ECK2310,accD,JW2313,-,2438458,2439372,2438479,2439369,b2316,-,2431034,2431948,2431055,2431945,0,8,0.0 ,N.A.,N.A.,N.A.,N*,E,u,2,,,,,,
none,none,JW5379,-,2439359,2439469,2439380,2439466,none,-,2431935,2432045,2431956,2432042,0,8,0.0 ,N.A.,N.A.,N.A.,-,u,u,1.5,,,,,,
ECK2311,dedA,JW2314,-,2439528,2440187,2439549,2440184,b2317,-,2432104,2432763,2432125,2432760,8,8,100.0 ,0.793 ,0.333 ,0.360 ,N,N,u,-3,,,,,,
ECK2312,truA,JW2315,-,2440270,2441082,2440291,2441079,b2318,-,2432846,2433658,2432867,2433655,7,8,87.5 ,0.595 ,0.200 ,0.212 ,N,N,u,-3,,,,,,
ECK2313,usg,JW2316,-,2441082,2442095,2441103,2442092,b2319,-,2433658,2434671,2433679,2434668,6,8,75.0 ,0.629 ,0.359 ,0.441 ,N*,E,u,-1,,,,,,
ECK2314,pdxB,JW2317,-,2442161,2443297,2442182,2443294,b2320,-,2434737,2435873,2434758,2435870,7,8,87.5 ,0.600 ,0.006 ,0.138 ,N,N,N,-4,,,,,,
ECK2315,flk,JW2318,+,2443396,2444391,2443399,2444370,b2321,+,2435972,2436967,2435975,2436946,8,8,100.0 ,0.749 ,0.339 ,0.393 ,N,N,u,-3,,,,,,
ECK2316,yfcJ,JW2319,-,2444388,2445566,2444409,2445563,b2322,-,2436964,2438142,2436985,2438139,8,8,100.0 ,0.727 ,0.339 ,0.348 ,N,u,u,-2,,,,,,
ECK2317,fabB,JW2320,-,2445831,2447051,2445852,2447048,b2323,-,2438407,2439627,2438428,2439624,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK2318,trmC,JW5380,+,2447210,2449216,2447213,2449195,b2324,+,2439786,2441792,2439789,2441771,7,8,87.5 ,0.678 ,0.281 ,0.304 ,N,u,N,-3,,,,,,
ECK2319,yfcL,JW2322,-,2449337,2449615,2449358,2449612,b2325,-,2441913,2442191,2441934,2442188,4,4,100.0 ,0.789 ,0.341 ,0.394 ,N,u,u,-2,,,,,,
ECK2320,yfcM,JW5381,-,2449649,2450197,2449670,2450194,b2326,-,2442225,2442773,2442246,2442770,4,8,50.0 ,0.897 ,0.337 ,0.389 ,N,u,u,-2,,,,,,
ECK2321,yfcA,JW2324,-,2450197,2451006,2450218,2451003,b2327,-,2442773,2443582,2442794,2443579,3,8,37.5 ,0.744 ,0.236 ,0.390 ,N,u,N,-3,,,,,,
ECK2322,mepA,JW2325,-,2451006,2451830,2451027,2451827,b2328,-,2443582,2444406,2443603,2444403,4,4,100.0 ,0.731 ,0.315 ,0.351 ,N,N,u,-3,,,,,,
ECK2323,aroC,JW2326,-,2451834,2452919,2451855,2452916,b2329,-,2444410,2445495,2444431,2445492,5,8,62.5 ,0.621 ,0.009 ,0.020 ,N,N,N,-4,,,,,,
ECK2324,prmB,JW5841,-,2452954,2453886,2452975,2453883,b2330,-,2445530,2446462,2445551,2446459,6,8,75.0 ,0.800 ,0.286 ,0.276 ,N,u,N,-3,,,,,,
ECK2325,yfcN,JW2328,+,2454052,2454603,2454055,2454582,b2331,+,2446628,2447179,2446631,2447158,7,8,87.5 ,0.719 ,0.350 ,0.393 ,N,u,N,-3,,,,,,
ECK2326,yfcO,JW2329,-,2454674,2455495,2454695,2455492,b2332,-,2447250,2448071,2447271,2448068,4,4,100.0 ,0.790 ,0.362 ,0.408 ,N,N,N,-4,,,,,,
ECK2327,yfcP,JW2330,-,2455497,2456036,2455518,2456033,b2333,-,2448073,2448612,2448094,2448609,4,4,100.0 ,0.810 ,0.376 ,0.458 ,N,N,N,-4,,,,,,
ECK2328,yfcQ,JW2331,-,2456033,2456521,2456054,2456518,b2334,-,2448609,2449097,2448630,2449094,2,4,50.0 ,0.775 ,0.280 ,0.320 ,N,N,u,-3,,,,,,
ECK2329,yfcR,JW2332,-,2456518,2457030,2456539,2457027,b2335,-,2449094,2449606,2449115,2449603,4,4,100.0 ,0.835 ,0.274 ,0.295 ,N,N,u,-3,,,,,,
ECK2330,yfcS,JW2333,-,2457030,2457782,2457051,2457779,b2336,-,2449606,2450358,2449627,2450355,8,8,100.0 ,0.786 ,0.397 ,0.444 ,N,N,N,-4,,,,,,
ECK2331,yfcT,JW2334,-,2457802,2458698,2457823,2458695,b2337,-,2450378,2451274,2450399,2451271,8,8,100.0 ,0.835 ,0.270 ,0.255 ,N,N,N,-4,,,,,,
ECK2332,yfcU,JW2335,-,2458711,2460447,2458732,2460444,b2338,-,2451287,2453023,2451308,2453020,8,8,100.0 ,0.825 ,0.280 ,0.280 ,-,N,N,-3.5,,,,,,
ECK2333,yfcV,JW2336,-,2460529,2461092,2460550,2461089,b2339,-,2453105,2453668,2453126,2453665,7,8,87.5 ,0.776 ,0.221 ,0.250 ,N,N,u,-3,,,,,,
ECK2334,sixA,JW2337,-,2461773,2462258,2461794,2462255,b2340,-,2454349,2454834,2454370,2454831,5,8,62.5 ,0.730 ,0.331 ,0.340 ,X,N,N,-3.5,,,,,,
ECK2335,yfcX,JW2338,-,2462461,2464605,2462482,2464602,b2341,-,2455037,2457181,2455058,2457178,8,8,100.0 ,0.742 ,0.230 ,0.292 ,N,N,N,-4,,,,,,
ECK2336,yfcY,JW2339,-,2464605,2465915,2464626,2465912,b2342,-,2457181,2458491,2457202,2458488,8,8,100.0 ,0.796 ,0.327 ,0.426 ,N,N,N,-4,,,,,,
ECK2337,yfcZ,JW2340,-,2466096,2466380,2466117,2466377,b2343,-,2458672,2458956,2458693,2458953,8,8,100.0 ,0.753 ,0.344 ,0.401 ,N,N,u,-3,,,,,,
ECK2338,fadL,JW2341,+,2466746,2468092,2466749,2468071,b2344,+,2459322,2460668,2459325,2460647,4,4,100.0 ,0.781 ,0.338 ,0.234 ,N,N,N,-4,,,,,,
ECK2339,yfdF,JW2342,+,2468458,2469516,2468461,2469495,b2345,+,2461034,2462092,2461037,2462071,8,8,100.0 ,0.827 ,0.390 ,0.418 ,N,N,u,-3,,,,,,
ECK2340,vacJ,JW2343,-,2469698,2470453,2469719,2470450,b2346,-,2462274,2463029,2462295,2463026,3,4,75.0 ,0.785 ,0.355 ,0.399 ,N,N,u,-3,,,,,,
ECK2341,yfdC,JW2344,+,2470747,2471679,2470750,2471658,b2347,+,2463323,2464255,2463326,2464234,3,4,75.0 ,0.720 ,0.357 ,0.313 ,N,N,N,-4,,,,,,
ECK2343,intS,JW2345,+,2471991,2473148,2471994,2473127,b2349,+,2464567,2465724,2464570,2465703,7,8,87.5 ,0.676 ,0.297 ,0.397 ,X,N,N,-3.5,,,,,,
ECK2344,yfdG,JW2346,+,2473301,2473663,2473304,2473642,b2350,+,2465877,2466239,2465880,2466218,8,8,100.0 ,0.745 ,0.296 ,0.379 ,X,N,N,-3.5,,,,,,
ECK2345,yfdH,JW2347,+,2473660,2474580,2473663,2474559,b2351,+,2466236,2467156,2466239,2467135,8,8,100.0 ,0.763 ,0.417 ,0.491 ,X,N,u,-2.5,,,,,,
ECK2346,yfdI,JW5382,+,2474577,2475908,2474580,2475887,b2352,+,2467153,2468484,2467156,2468463,7,8,87.5 ,0.513 ,0.399 ,0.529 ,N,N,u,-3,,,,,,
ECK2347,tfaS,JW5383,+,2476249,2476551,2476252,2476530,b2353,+,2468825,2469127,2468828,2469106,8,8,100.0 ,0.763 ,0.235 ,0.263 ,N,N,N,-4,,,,,,
ECK2348,yfdK,JW2350,-,2476523,2476963,2476544,2476960,b2354,-,2469099,2469539,2469120,2469536,4,4,100.0 ,0.714 ,0.272 ,0.262 ,N,N,u,-3,,,,,,
ECK2349,yfdL,JW5384,-,2476990,2477508,2477011,2477505,b2355,-,2469566,2470084,2469587,2470081,4,8,50.0 ,0.650 ,0.257 ,0.262 ,X,N,u,-2.5,,,,,,
ECK2350,yfdM,JW2352,-,2477558,2477833,2477579,2477830,b2356,-,2470134,2470409,2470155,2470406,4,4,100.0 ,0.722 ,0.235 ,0.297 ,X,N,u,-2.5,,,,,,
ECK2351,yfdN,JW5385,-,2477833,2478327,2477854,2478324,b2357,-,2470409,2470903,2470430,2470900,8,8,100.0 ,0.793 ,0.313 ,0.343 ,X,N,N,-3.5,,,,,,
none,none,JW2353,+,2477877,2478062,2477880,2478041,none,+,2470453,2470638,2470456,2470617,2,8,25.0 ,0.794 ,0.342 ,0.403 ,-,u,u,-1.5,,,,,,
ECK2352,yfdO,JW2355,-,2478324,2478692,2478345,2478689,b2358,-,2470900,2471268,2470921,2471265,4,4,100.0 ,0.638 ,0.422 ,0.416 ,X,N,N,-3.5,,,,,,
ECK2353,yfdP,JW2356,+,2478966,2479412,2478969,2479391,b2359,+,2471542,2471988,2471545,2471967,4,4,100.0 ,0.745 ,0.198 ,0.251 ,N,N,u,-3,,,,,,
ECK2354,yfdQ,JW2357,+,2479478,2480302,2479481,2480281,b2360,+,2472054,2472878,2472057,2472857,4,4,100.0 ,0.685 ,0.254 ,0.277 ,N,N,N,-4,,,,,,
ECK2355,yfdR,JW2358,+,2480430,2480966,2480433,2480945,b2361,+,2473006,2473542,2473009,2473521,3,4,75.0 ,0.556 ,0.267 ,0.315 ,N,N,N,-4,,,,,,
ECK2356,yfdS,JW2359,+,2480957,2481319,2480960,2481298,b2362,+,2473533,2473895,2473536,2473874,3,4,75.0 ,0.503 ,0.490 ,0.869 ,X,N,u,-2.5,,,,,,
ECK2358,ypdJ,JW5386,+,2481540,2481680,2481543,2481659,b4545,+,2474116,2474256,2474119,2474235,8,8,100.0 ,0.686 ,0.236 ,0.296 ,-,u,u,-1.5,,,,,,
ECK2359,torI,JW5387,+,2481756,2481956,2481759,2481935,b4501,+,2474332,2474532,2474335,2474511,8,8,100.0 ,0.713 ,0.296 ,0.378 ,-,u,u,-1.5,,,,,,
ECK2360,dsdC,JW2361,-,2482140,2483075,2482161,2483072,b2364,-,2474716,2475651,2474737,2475648,4,4,100.0 ,0.804 ,0.342 ,0.423 ,N,N,N,-4,,,,,,
ECK2361,dsdX,JW2362,+,2483293,2484630,2483296,2484609,b2365,+,2475869,2477206,2475872,2477185,4,8,50.0 ,0.726 ,0.262 ,0.279 ,N,N,N,-4,,,,,,
ECK2362,dsdA,JW2363,+,2484648,2485976,2484651,2485955,b2366,+,2477224,2478552,2477227,2478531,5,8,62.5 ,0.788 ,0.301 ,0.308 ,X,N,u,-2.5,,,,,,
ECK2363,emrY,JW2364,-,2486084,2487622,2486105,2487619,b2367,-,2478660,2480198,2478681,2480195,8,8,100.0 ,0.742 ,0.378 ,0.340 ,X,N,N,-3.5,,,,,,
ECK2364,emrK,JW2365,-,2487622,2488785,2487643,2488782,b2368,-,2480198,2481361,2480219,2481358,8,8,100.0 ,0.766 ,0.274 ,0.306 ,X,N,u,-2.5,,,,,,
ECK2365,evgA,JW2366,+,2489201,2489815,2489204,2489794,b2369,+,2481777,2482391,2481780,2482370,8,8,100.0 ,0.747 ,0.326 ,0.431 ,N,N,u,-3,,,,,,
ECK2366,evgS,JW2367,+,2489820,2493413,2489823,2493392,b2370,+,2482396,2485989,2482399,2485968,7,8,87.5 ,0.726 ,0.325 ,0.464 ,N,N,N,-4,,,,,,
ECK2367,yfdE,JW2368,-,2493469,2494614,2493490,2494611,b2371,-,2486045,2487190,2486066,2487187,7,8,87.5 ,0.739 ,0.381 ,0.428 ,X,N,u,-2.5,,,,,,
ECK2368,yfdV,JW2369,-,2494688,2495632,2494709,2495629,b2372,-,2487264,2488208,2487285,2488205,8,8,100.0 ,0.908 ,0.343 ,0.356 ,X,N,u,-2.5,,,,,,
ECK2369,oxc,JW2370,-,2495702,2497396,2495723,2497393,b2373,-,2488278,2489972,2488299,2489969,8,8,100.0 ,0.780 ,0.261 ,0.353 ,N,N,N,-4,,,,,,
ECK2370,frc,JW2371,-,2497450,2498700,2497471,2498697,b2374,-,2490026,2491276,2490047,2491273,7,8,87.5 ,0.749 ,0.275 ,0.344 ,N,N,N,-4,,,,,,
ECK2371,yfdX,JW2372,-,2499213,2499848,2499234,2499845,b2375,-,2491789,2492424,2491810,2492421,4,4,100.0 ,0.704 ,0.370 ,0.407 ,E,N,u,-2,,,,,,
ECK2372,ypdI,JW2373,+,2500144,2500419,2500147,2500398,b2376,+,2492720,2492995,2492723,2492974,8,8,100.0 ,0.895 ,0.382 ,0.334 ,N,N,u,-3,,,,,,
ECK2373,yfdY,JW2374,-,2500496,2500738,2500517,2500735,b2377,-,2493072,2493314,2493093,2493311,4,4,100.0 ,0.820 ,0.253 ,0.175 ,N,N,u,-3,,,,,,
ECK2374,ddg,JW2375,+,2501091,2502011,2501094,2501990,b2378,+,2493667,2494587,2493670,2494566,5,8,62.5 ,0.724 ,0.203 ,0.311 ,N,N,u,-3,,,,,,
ECK2375,yfdZ,JW2376,-,2502503,2503741,2502524,2503738,b2379,-,2495079,2496317,2495100,2496314,8,8,100.0 ,0.715 ,0.238 ,0.297 ,N,u,u,-2,,,,,,
ECK2376,ypdA,JW5388,+,2504117,2505814,2504120,2505793,b2380,+,2496693,2498390,2496696,2498369,8,8,100.0 ,0.491 ,0.307 ,0.327 ,N,u,N,-3,,,,,,
ECK2377,ypdB,JW2378,+,2505829,2506563,2505832,2506542,b2381,+,2498405,2499139,2498408,2499118,8,8,100.0 ,0.782 ,0.265 ,0.277 ,N,u,N,-3,,,,,,
ECK2378,ypdC,JW2379,+,2506576,2507433,2506579,2507412,b2382,+,2499152,2500009,2499155,2499988,6,8,75.0 ,0.790 ,0.284 ,0.269 ,N,u,u,-2,,,,,,
ECK2379,ypdD,JW2380,-,2507436,2509931,2507457,2509928,b2383,-,2500012,2502507,2500033,2502504,8,8,100.0 ,0.872 ,0.437 ,0.627 ,N,u,u,-2,,,,,,
ECK2380,ypdE,JW2381,-,2509956,2510993,2509977,2510990,b2384,-,2502532,2503569,2502553,2503566,8,8,100.0 ,0.745 ,0.246 ,0.259 ,N,u,N,-3,,,,,,
ECK2381,ypdF,JW2382,-,2510993,2512078,2511014,2512075,b2385,-,2503569,2504654,2503590,2504651,3,4,75.0 ,0.764 ,0.325 ,0.352 ,N,u,N,-3,,,,,,
ECK2382,ypdG,JW2383,-,2512093,2513340,2512114,2513337,b2386,-,2504669,2505916,2504690,2505913,8,8,100.0 ,0.772 ,0.295 ,0.156 ,N,u,N,-3,,,,,,
ECK2383,ypdH,JW5389,-,2513362,2513688,2513383,2513685,b2387,-,2505938,2506264,2505959,2506261,8,8,100.0 ,0.559 ,0.312 ,0.341 ,E,u,N,-2,,,,,,
ECK2384,glk,JW2385,-,2513907,2514872,2513928,2514869,b2388,-,2506483,2507448,2506504,2507445,7,8,87.5 ,0.906 ,0.425 ,0.551 ,N,N,N,-4,,,,,,
ECK2385,yfeO,JW2386,+,2515076,2516332,2515079,2516311,b2389,+,2507652,2508908,2507655,2508887,8,8,100.0 ,0.818 ,0.229 ,0.286 ,N,u,N,-3,,,,,,
ECK2386,ypeC,JW2387,+,2516447,2516773,2516450,2516752,b2390,+,2509023,2509349,2509026,2509328,4,4,100.0 ,0.718 ,0.307 ,0.306 ,?,u,N,-2.5,,,,,,
ECK2387,mntH,JW2388,-,2516914,2518152,2516935,2518149,b2392,-,2509490,2510728,2509511,2510725,8,8,100.0 ,0.796 ,0.307 ,0.347 ,N,u,N,-3,,,,,,
ECK2388,nupC,JW2389,+,2518488,2519690,2518491,2519669,b2393,+,2511064,2512266,2511067,2512245,7,8,87.5 ,0.749 ,0.389 ,0.434 ,N,N,u,-3,,,,,,
ECK0016,insL,JW5390,+,2519777,2520889,N.T.,N.T.,b2394,+,2512353,2513465,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N,u,N,-1.5,,,,,,
ECK2389,yfeA,JW5391,-,2521089,2523278,2521110,2523275,b2395,-,2513665,2515854,2513686,2515851,8,8,100.0 ,0.807 ,0.295 ,0.320 ,N,u,u,-2,,,,,,
ECK2392,yfeC,JW2393,+,2523913,2524257,2523916,2524236,b2398,+,2516489,2516833,2516492,2516812,4,4,100.0 ,0.714 ,0.326 ,0.261 ,N,u,N,-3,,,,,,
ECK2393,yfeD,JW2394,+,2524259,2524651,2524262,2524630,b2399,+,2516835,2517227,2516838,2517206,4,4,100.0 ,0.726 ,0.221 ,0.395 ,N,u,u,-2,,,,,,
ECK2394,gltX,JW2395,-,2524703,2526118,2524724,2526115,b2400,-,2517279,2518694,2517300,2518691,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK2399,xapR,JW2396,-,2527039,2527923,2527060,2527920,b2405,-,2519615,2520499,2519636,2520496,2,4,50.0 ,0.724 ,0.328 ,0.419 ,N,N,N,-4,,,,,,
none,none,JW5392,-,2527964,2528122,2527985,2528119,none,-,2520540,2520698,2520561,2520695,5,8,62.5 ,0.770 ,0.368 ,0.531 ,-,u,u,-1.5,,,,,,
ECK2400,xapB,JW2397,-,2528175,2529431,2528196,2529428,b2406,-,2520751,2522007,2520772,2522004,8,8,100.0 ,0.838 ,0.383 ,0.436 ,N,N,N,-4,,,,,,
ECK2401,xapA,JW2398,-,2529491,2530324,2529512,2530321,b2407,-,2522067,2522900,2522088,2522897,8,8,100.0 ,0.793 ,0.397 ,0.430 ,N,N,N,-4,,,,,,
ECK2402,yfeN,JW2399,+,2530573,2531337,2530576,2531316,b2408,+,2523149,2523913,2523152,2523892,3,4,75.0 ,0.694 ,0.238 ,0.173 ,N,u,u,-2,,,,,,
ECK2403,yfeR,JW2400,-,2531376,2532302,2531397,2532299,b2409,-,2523952,2524878,2523973,2524875,4,4,100.0 ,0.769 ,0.386 ,0.470 ,N,u,u,-2,,,,,,
ECK2404,yfeH,JW5876,+,2532392,2533390,2532395,2533369,b2410,+,2524968,2525966,2524971,2525945,5,8,62.5 ,0.515 ,0.211 ,0.410 ,N,u,u,-2,,,,,,
ECK2405,ypeB,JW5877,-,2533387,2533605,2533408,2533602,b4546,-,2525963,2526181,2525984,2526178,2,8,25.0 ,0.641 ,0.411 ,0.373 ,-,u,u,-1.5,,,,,,
ECK2406,ligA,JW2403,-,2533607,2535622,2533628,2535619,b2411,-,2526183,2528198,2526204,2528195,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK2407,zipA,JW2404,-,2535693,2536679,2535714,2536676,b2412,-,2528269,2529255,2528290,2529252,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK2408,cysZ,JW2406,+,2536909,2537670,2536912,2537649,b2413,+,2529485,2530246,2529488,2530225,7,8,87.5 ,0.760 ,0.468 ,0.689 ,N,N,N,-4,,,,,,
ECK2409,cysK,JW2407,+,2537855,2538826,2537858,2538805,b2414,+,2530431,2531402,2530434,2531381,8,8,100.0 ,0.806 ,0.171 ,0.154 ,N,N,N,-4,,,,,,
ECK2410,ptsH,JW2408,+,2539210,2539467,2539213,2539446,b2415,+,2531786,2532043,2531789,2532022,6,8,75.0 ,0.869 ,0.066 ,0.464 ,N,N,N,-4,,,,,,
ECK2411,ptsI,JW2409,+,2539512,2541239,2539515,2541218,b2416,+,2532088,2533815,2532091,2533794,4,8,50.0 ,0.681 ,0.018 ,0.107 ,N,N,N,-4,,,,,,
ECK2412,crr,JW2410,+,2541280,2541789,2541283,2541768,b2417,+,2533856,2534365,2533859,2534344,8,8,100.0 ,0.826 ,0.520 ,0.597 ,N,N,N,-4,,,,,,
ECK2413,pdxK,JW2411,-,2541832,2542683,2541853,2542680,b2418,-,2534408,2535259,2534429,2535256,8,8,100.0 ,0.949 ,0.340 ,0.382 ,N,N,u,-3,,,,,,
ECK2414,yfeK,JW2412,+,2542788,2543162,2542791,2543141,b2419,+,2535364,2535738,2535367,2535717,4,4,100.0 ,0.676 ,0.278 ,0.284 ,N,N,u,-3,,,,,,
ECK2415,yfeS,JW2413,+,2543195,2543929,2543198,2543908,b2420,+,2535771,2536505,2535774,2536484,3,8,37.5 ,0.654 ,0.372 ,0.377 ,N,N,u,-3,,,,,,
ECK2416,cysM,JW2414,-,2544118,2545029,2544139,2545026,b2421,-,2536694,2537605,2536715,2537602,2,8,25.0 ,0.809 ,0.301 ,0.188 ,N,N,N,-4,,,,,,
ECK2417,cysA,JW2415,-,2545163,2546260,2545184,2546257,b2422,-,2537739,2538836,2537760,2538833,8,8,100.0 ,0.715 ,0.383 ,0.379 ,N,N,N,-4,,,,,,
ECK2418,cysW,JW2416,-,2546250,2547125,2546271,2547122,b2423,-,2538826,2539701,2538847,2539698,8,8,100.0 ,0.672 ,0.432 ,0.441 ,E,N,N,-3,,,,,,
ECK2419,cysU,JW2417,-,2547125,2547958,2547146,2547955,b2424,-,2539701,2540534,2539722,2540531,8,8,100.0 ,0.796 ,0.439 ,0.492 ,N,N,u,-3,,,,,,
